B	37,26	22,9	19,59	-0,04	-0,03	42,32	35,89	21,54	40,76	42,58	45,12	-0,03
C	-0,25	-0,25	-0,25	-0,25	-0,24	-0,25	-0,25	-0,25	-0,25	-0,24	-0,24	-0,25
D	-0,25	-0,25	-0,25	-0,25	-0,25	-0,24	-0,24	-0,24	-0,24	-0,25	-0,25	-0,25
E	-0,25	-0,24	-0,24	-0,25	-0,25	-0,25	-0,25	-0,25	-0,25	-0,25	-0,25	-0,25
F	-0,24	-0,23	-0,25	-0,25	-0,25	-0,25	-0,25	-0,25	-0,24	-0,25	-0,25	-0,25
G	-0,25	-0,25	-0,25	-0,25	-0,25	-0,25	-0,25	-0,25	-0,24	-0,25	-0,25	-0,24
