B	23,19	43,46	87,52	49,96	87,69	31,09	28,0	34,02	97,56	1,29	49,77	49,56
C	1,08	1,1	1,16	1,16	1,14	1,14	1,15	1,13	1,19	1,13	1,13	1,14
D	1,08	1,1	1,1	1,11	1,09	1,12	1,11	1,11	1,19	1,11	1,1	1,09
E	1,09	1,07	1,08	1,09	1,11	1,11	1,12	1,08	1,07	1,09	1,1	1,09
F	1,09	1,09	1,08	1,09	1,1	1,06	1,09	1,11	1,09	1,1	1,09	1,09
G	1,09	1,1	1,09	1,11	1,1	1,08	1,13	1,12	1,09	1,11	1,09	1,09
